id,robot_x,robot_y,robot_z,cv_x,cv_y,cv_z
80,,,,580.37,1132.16,
81,,,,876.96,1131.5,
82,,,,1173.42,1131.03,
83,,,,580.65,1330.45,
84,,,,877.09,1330.06,
86,,,,1173.76,1329.86,
87,,,,581.05,1528.59,
88,,,,877.31,1528.43,
91,,,,1174.8,1528.25,
