id,robot_x,robot_y,robot_z,cv_x,cv_y,cv_z
80,220.324,251.508,1.03,540.2,200.25,
81,369.1135,250.3475,0.9235,840.75,234.5,
82,517.903,249.187,0.817,1141.5,269.5,
83,218.967,151.6905,0.873,516.14,400.39,
84,367.73675,150.5445,0.7225,817.05,435.16,
86,516.5065,149.3985,0.572,1117.67,469.52,
87,217.61,51.873,0.716,492.5,601.0,
88,366.36,50.7415,0.5215,793.55,635.13,
91,515.11,49.61,0.327,1093.75,669.5,
