id,robot_x,robot_y,robot_z,cv_x,cv_y,cv_z
80,20.399,225.83,-16.078,578.73,2209.58,
81,169.188,222.499,-16.532,878.59,2207.74,
82,317.848,219.07,-15.469,1178.15,2206.79,
83,17.997,126.712,-16.566,578.56,2413.3,
84,166.891,123.542,-16.518,879.48,2410.87,
86,315.88,119.632,-15.656,1180.59,2409.62,
87,15.684,27.303,-16.703,578.73,2617.28,
88,164.751,24.025,-16.445,880.75,2615.15,
91,313.876,20.249,-15.691,1182.93,2614.77,
