id,robot_x,robot_y,robot_z,cv_x,cv_y,cv_z
80,-579.167,-483.684,-279.668,1077.25,596,
82,-788.411,-270.251,-279.668,485,599.25,
87,-438.508,-344.55,-282.819,1077.25,196.25,
91,-646.276,-130.911,-279.622,483.5,200,
