id,robot_x,robot_y,robot_z,cv_x,cv_y,cv_z
80,64.279,25.547,-0.245,685.77,2569.01,
81,63.667,174.182,-0.519,685.2,2262.71,
82,63.139,323.77,0.246,684.44,1959.24,
83,163.667,25.131,0.206,888.12,2566.87,
84,163.028,174.243,1.461,886.7,2260.86,
86,162.583,323.81,0.398,884.66,1958.14,
87,263.633,25.132,0.217,1090.59,2566.21,
88,262.967,174.298,0.254,1087.82,2259.94,
91,263.315,323.252,0.178,1084.86,1957.45,
